country_code,country_name,continent,time,accounts,governance,educ,openess,compulsory_education,air_freight,press_freedom
CRI,Costa Rica,Americas,1998,52.71,1.860833204570471,0.383358204591017,92.03802123661859,11,13.972086865006371,7
CIV,Cote d'Ivoire,Africa,1998,51.3,-1.1759243470905334,0.6525526316467669,53.6538337944761,10,11.997817706709714,16.5
HRV,Croatia,Europe,1998,54.42,-0.5818984215784045,0.28466371963178283,64.9968925033005,8,13.732128949025222,69.41
CUB,Cuba,Americas,1998,58.84,-1.7055555731765366,0.9469665711935097,32.504632983585395,9,13.94513432575778,95
CUW,Curacao,Americas,1998,26.77,-1.1576807049064999,0.16329388123079067,35.75740933403983,9,14.137594057133388,73.45
CYP,Cyprus,Asia,1998,99.53,2.286831999511349,0.993580441681038,134.9097516517513,9,14.112944921858734,104
CZE,Czechia,Europe,1998,93.13,1.9087172108829997,1.006989002795256,84.4158277010735,9,14.286014062251661,89
DNK,Denmark,Europe,1998,87.96,4.322871926340162,0.8909772097649454,71.2991187214462,9,15.598330185622855,1
DJI,Djibouti,Africa,1998,22.32,-2.1824484441913534,0.2381292187602397,67.1036996082037,10,12.534455233768249,97
DMA,Dominica,Americas,1998,48.71,2.104527050123814,0.28466371963178283,72.4427253802928,12,14.137594057133388,90.53
DOM,Dominican Republic,Americas,1998,32.78,-0.9671201085467376,0.19594470265822825,75.9113027135939,9,10.419300717813158,73
ECU,Ecuador,Americas,1998,45.56,-0.7871827409351907,0.4843789015207597,43.395107949804995,10,14.467210548610046,13.5
EGY,"Egypt, Arab Rep.",Africa,1998,31.49,-0.8020846766555547,0.6225069736588495,41.9276270006959,9,15.175178563016454,91
SLV,El Salvador,Americas,1998,25.31,-0.8789130621570975,0.19313580146463782,60.8722907509533,9,14.342603154194137,62
GNQ,Equatorial Guinea,Africa,1998,21.79,-2.870207894935049,0.12899788808257562,52.4578551962948,5,9.94270826568941,158
ERI,Eritrea,Africa,1998,9.72,-1.850194963646764,0.22491248113155923,94.9275656742684,8,11.254642738954953,69
EST,Estonia,Europe,1998,85.34,1.8604182987547702,0.892368851165691,156.8382358275212,9,12.602833313008192,48
SWZ,Eswatini,Africa,1998,62.9,-1.0998692057201682,0.5309278592991321,151.9504921079197,7,10.60905725309463,34
ETH,Ethiopia,Africa,1998,34.25,-2.4514181876056114,0.5026588580933419,35.75695913021913,8,13.57966163415251,83
FRO,Faroe Islands,Europe,1998,59.75,-0.9269128931630282,0.2661833830551104,91.609818039364,9,15.06732869288696,19.74
FJI,Fiji,Oceania,1998,82.61,0.7831111289016883,0.957888840717527,119.3697670878368,9,13.154249566266651,143
FIN,Finland,Europe,1998,99.73,4.4263752615622565,0.9775120282850666,66.9671464382357,9,15.728174113225952,-10
FRA,France,Europe,1998,96.33,2.812031078258483,1.056383023596075,49.5067667927119,10,17.558698256931546,85.41
PYF,French Polynesia,Oceania,1998,9.65,-4.094976333645423,0.21065810380617997,31.745714287367807,9,12.514777189201213,142
GAB,Gabon,Africa,1998,45.39,-0.6963149017183096,0.20038181191497073,95.9747826086957,10,13.053441931937908,50.25
GMB,"Gambia, The",Africa,1998,9.72,-0.777823970866996,0.47739052264618914,53.8709622701509,9,10.891819837275253,33.71
GEO,Georgia,Asia,1998,7.24,-2.268967943337157,0.62479851869755,53.566669321598496,6,11.60914432271077,67.75
DEU,Germany,Europe,1998,42.18,3.765903434619617,0.9442692044550142,51.584972349361095,13,17.713024818739743,89.74
GHA,Ghana,Africa,1998,21.79,-0.6629584213660327,0.1965126825328125,80.5995432469935,9,12.253909974944333,113
GIB,Gibraltar,Europe,1998,93.28,1.8452585532623953,0.8337364220551466,75.2455936655162,10,15.06732869288696,52
GRC,Greece,Europe,1998,87.06,1.8968542319699537,0.8607215578921493,42.2682807505267,9,15.672339657266576,37
GRL,Greenland,Americas,1998,20.87,-1.121905394056249,0.33795197019339057,21.332651870785398,10,14.137594057133388,34.5
GRD,Grenada,Americas,1998,94,1.665531596140917,0.9960200869222099,162.4128936250375,9,14.137594057133388,21
GUM,Guam,Oceania,1998,37.03,-0.1167934094605464,0.24718079403945892,114.0388578157197,0,14.008796013701012,118
GTM,Guatemala,Americas,1998,29.32,-1.3802312570529724,0.21065810380617997,44.4237399632554,16,13.135082149812103,6
GIN,Guinea,Africa,1998,14.81,-2.426465070829957,0.5592158414727435,48.2106758594876,6,10.494048144320972,76
GNB,Guinea-Bissau,Africa,1998,45.09,-3.422225742082878,0.2965665532025857,50.2865421182266,6,9.923290179832307,15.5
GUY,Guyana,Americas,1998,14.13,-0.17482657580908864,0.4389409226253152,203.8424314970256,6,11.740061037553975,38
HTI,Haiti,Americas,1998,10.31,-2.6181712968861626,0.23974911067258353,36.52078670412878,6,10.048410069255738,147
HND,Honduras,Americas,1998,43.16,-1.2627597912574455,0.2463394258138639,122.0504682032977,9,12.679953125070895,121
HKG,"Hong Kong SAR, China",Asia,1998,88.72,2.4005365804267145,1.0284637039299105,221.133284508368,9,16.321362972267735,20.5
HUN,Hungary,Europe,1998,74.32,2.300228308563647,0.9402738798399366,107.4299006264401,13,14.374669098520902,73.76
ISL,Iceland,Europe,1998,97.58,3.892006473542886,0.8630586927385586,71.8831142807968,10,14.280941247239873,92.07
IND,India,Asia,1998,71.63,-0.5136286472594389,0.27396682269461814,23.699470078931,8,16.62014285691273,38.17
IDN,Indonesia,Asia,1998,46.93,-2.3192431931760105,0.19507204226863817,96.1861923602687,9,16.350286154905408,160
IRN,"Iran, Islamic Rep.",Asia,1998,21.29,-1.987472633711139,0.05718441793912057,29.2282196463134,5,16.034757519334985,73.51
IRQ,Iraq,Asia,1998,12.43,-4.350902536449737,0.12899788808257562,132.2431605209611,6,14.280181248587505,44.23
IRL,Ireland,Europe,1998,94.95,3.8223976701778026,0.9319137950776138,157.7724166760267,8,16.157431742070692,2
IMN,Isle of Man,Europe,1998,3.66,-4.085287302629218,0.2655124131418976,55.7722532849766,10,15.06732869288696,99
ISR,Israel,Asia,1998,72.2,1.5975523664512774,0.33185603918737683,57.7280056432204,11,15.12343789001006,48.9
ITA,Italy,Europe,1998,82.21,2.0310176632611077,1.0190169946883587,45.0927382309319,8,17.128339278306655,54.13
JAM,Jamaica,Americas,1998,64.18,0.4267759077316073,0.25048346237629837,84.4749853660966,6,14.189760158919517,8
JPN,Japan,Asia,1998,97.99,2.500594591349012,0.947997791141526,19.003186222337682,9,18.437549660359206,43
JOR,Jordan,Asia,1998,65.91,0.19466591813839218,0.6060827402452507,109.05240293771621,10,13.986686903653231,69
KAZ,Kazakhstan,Asia,1998,25.31,-1.7290051902078278,0.05754220290237504,65.20418274543951,9,13.245995937849603,42
KEN,Kenya,Africa,1998,32.76,-1.9499821466093479,0.14466744369466314,48.8972419400754,8,13.94513432575778,65.07
KIR,Kiribati,Oceania,1998,55.35,1.8144111918866856,0.784387017154451,97.0926923076923,9,10.25061708363133,1
PRK,"Korea, Dem. People's Rep.",Asia,1998,23.46,-3.711558314045161,0.25199078514054857,97.28714571395321,11,11.06663836234181,63.95
KOR,"Korea, Rep.",Asia,1998,89.66,1.1304795406363428,0.9602741036704576,68.4974720563618,6,17.11537633403686,27
KWT,Kuwait,Asia,1998,69.22,0.4668547163022752,0.8253425242025053,94.9598431670145,9,14.622343502928036,76.07
KGZ,Kyrgyz Republic,Asia,1998,36.98,-1.4201410365898042,0.417011342562311,94.5092945286033,9,13.337636034337969,69.35
LAO,Lao PDR,Asia,1998,22.78,-2.051271652770281,0.30898245158656795,84.2695405093512,5,11.728842971192698,91
LVA,Latvia,Europe,1998,55.96,0.9011371609371989,0.25197156361875883,90.55357289819611,11,12.341913868441587,77.09
LBN,Lebanon,Asia,1998,28.03,-1.0341832521216328,0.28466371963178283,54.7171975983786,6,13.481435445942783,31.25
LSO,Lesotho,Africa,1998,56.21,-0.3785328499352896,0.21609580711088497,67.4643154601855,7,10.247077256926206,87
LBR,Liberia,Africa,1998,45.56,-3.9137044400310286,0.07655465735388736,158.7832159190756,6,12.534455233768249,118
LBY,Libya,Africa,1998,3.3,-3.027352894896071,0.24718079403945892,40.2527075812275,9,13.254443717761538,61.65
LIE,Liechtenstein,Europe,1998,80.12,3.5281194763902777,0.9588130116329169,76.5874821175197,9,15.06732869288696,1
LTU,Lithuania,Europe,1998,86.77,1.3759245329122003,0.9410297384072845,89.65828780181201,10,12.464197165739629,8
LUX,Luxembourg,Europe,1998,99.95,4.095768656547379,0.9517213336675859,236.570014987576,11,13.460833616688214,7
MAC,"Macao SAR, China",Asia,1998,81.59,0.8562411423031381,0.8399040448162319,124.8571112504149,10,14.394139611830955,25.75
MDG,Madagascar,Africa,1998,33.01,-0.8554723904660692,0.12899788808257562,37.332187014797,5,13.305517920502176,17
MWI,Malawi,Africa,1998,45.09,-0.5124913175022252,0.39865837043974894,82.6999261231512,8,11.96844977295113,15
MYS,Malaysia,Asia,1998,99.01,0.6868016981700678,0.7955056146929674,209.49220280818952,6,16.42957237197582,104
MDV,Maldives,Asia,1998,72.2,0.7306258274054405,0.7728834026918279,74.6758447629851,7,12.417953004565673,17
MLI,Mali,Africa,1998,45.09,-1.0039140938951825,0.12144496497652432,50.1783500156402,9,11.413105129688017,13.67
MLT,Malta,Europe,1998,68.49,2.511939145438033,0.8650021739556077,225.35875816628499,11,13.96341318788777,37
MHL,Marshall Islands,Oceania,1998,14.22,-0.2510927904746555,0.30535605068074595,111.7421361353908,9,10.373491181781864,23
MRT,Mauritania,Africa,1998,26.56,-0.8174925512604958,0.1965126825328125,51.3910125506772,9,12.42761491547741,23
MUS,Mauritius,Africa,1998,63.82,1.447152286533939,0.6725166935476041,132.1991316757919,6,13.650046118236743,28
MEX,Mexico,Americas,1998,41.35,-0.32566742970543106,0.211993131955724,50.9961216267776,9,16.69005776551347,74.4
FSM,"Micronesia, Fed. Sts.",Oceania,1998,18.07,1.8784630717820812,0.05718441793912057,101.2554763467964,8,12.514777189201213,93.62
MDA,Moldova,Europe,1998,31.74,-0.23316501607305745,0.18319656254528835,116.80312445153879,9,11.678439903447801,79.31
MCO,Monaco,Europe,1998,93.53,2.297695477847189,0.9865547285604206,53.440305839400295,11,10.687389096364537,80.37
MNG,Mongolia,Asia,1998,22.17,0.28250526606477666,0.679890689578466,107.3512107794276,8,12.387143420422476,146
MNE,Montenegro,Europe,1998,9.96,-0.4879785149915622,0.5752408737649856,42.3544370390114,9,13.16801719982035,75.07
MAR,Morocco,Africa,1998,58.6,0.11402671695885061,0.2840125183181787,45.6723595901005,6,14.918114867901922,48.52
MOZ,Mozambique,Africa,1998,65.91,-0.9061594060266429,0.3311166687796051,37.74057041162483,8,12.209566534784429,12.75
MMR,Myanmar,Asia,1998,9.65,-3.7917346382895354,0.17160122191074256,59.7627537606539,5,12.716498189274825,133
NAM,Namibia,Africa,1998,58.83,0.9976489974080163,0.41763847298175777,92.1305009296504,7,12.27232844130724,69.16
NRU,Nauru,Oceania,1998,96.65,2.850936389072379,0.8684426609663364,321.36401342091,10,10.459792920980394,48.39
NPL,Nepal,Asia,1998,42.78,-0.9544445135868603,0.23974911067258353,56.7096012897007,9,13.53261700224429,18.25
NLD,Netherlands,Europe,1998,98.22,4.43598686976197,0.898516648114551,112.5520232313369,13,16.742723062386457,85.92
NCL,New Caledonia,Oceania,1998,52.43,-0.7630747624578658,0.12565816900159213,51.7164362042632,0,12.514777189201213,72.5
NZL,New Zealand,Oceania,1998,99.48,4.282238535921359,1.0026348418159108,57.8960178233763,10,15.973636192510678,9
NIC,Nicaragua,Americas,1998,52.81,-1.2147234418795996,0.19313580146463782,57.0137150680369,6,10.841539776191796,109
NER,Niger,Africa,1998,17.07,-2.1732784006768893,0.6163676822656112,35.0196895457842,8,11.413105129688017,36.87
NGA,Nigeria,Africa,1998,33.01,-2.5274901048695853,0.2661833830551104,39.2786074702327,9,12.655235608904057,146
MKD,North Macedonia,Europe,1998,57.03,-1.2235510517051462,0.05890552532223961,76.5874821175197,13,13.099913248566738,70.08
MNP,Northern Mariana Islands,Oceania,1998,82.69,-0.09603026701082037,0.7415805967686644,71.08013440385591,9,12.514777189201213,20
NOR,Norway,Europe,1998,94.71,4.243922899422257,0.9641514163448156,71.62268418461039,10,16.475175512906688,18
OMN,Oman,Asia,1998,77.24,0.5915351217797908,0.2844847965189658,92.2617927112564,10,14.430317747072968,51.5
PAK,Pakistan,Asia,1998,44.75,-1.9301015387617202,0.1965126825328125,34.011725180531,12,15.5045172196175,87
PLW,Palau,Oceania,1998,77.94,1.0693192822964637,1.0229408182182567,53.269652565182504,12,12.514777189201213,31.67
PAN,Panama,Americas,1998,36.11,0.6891420932069439,0.24718079403945892,151.2684728306535,11,13.664571382398988,45
PNG,Papua New Guinea,Oceania,1998,50.44,-0.9232905318381177,0.23314983609906678,102.8609321338869,9,13.920140807042356,56
PRY,Paraguay,Americas,1998,18.07,-1.996626877991446,0.7712019661650492,101.6063201385587,9,12.311333156187667,91
PER,Peru,Americas,1998,57.72,-0.6992325217786832,0.622110049273088,32.9530217853936,12,14.835981108748094,102
PHL,Philippines,Asia,1998,46.21,-0.02240604396666021,0.5288031970772565,80.0772015184211,10,15.722323414821055,44
POL,Poland,Europe,1998,55.86,1.9078315167601287,0.2719542613439836,56.73913652213869,10,14.609633655864222,1
PRT,Portugal,Europe,1998,95.27,3.0292673961650687,0.9315362200782759,63.830898857036004,9,15.764715273969017,1
PRI,Puerto Rico,Americas,1998,40.02,2.119748044110824,0.07655465735388736,96.272630457934,13,14.137594057133388,43
QAT,Qatar,Asia,1998,68.12,0.5428561913055151,0.8230719395176874,91.05812555557361,9,14.003648500079668,65
ROU,Romania,Europe,1998,32.78,-0.14902401650330882,0.30032875144861404,53.838795710081996,10,13.718559031887823,85.92
RUS,Russian Federation,Europe,1998,28.57,-1.8521009828798725,0.30627315689748613,55.7722532849766,8,16.538363982036163,173
RWA,Rwanda,Africa,1998,9.96,-3.2970197250737634,0.17160122191074256,28.7944635910011,6,13.376321641003926,130
WSM,Samoa,Oceania,1998,94.88,1.327322955019116,0.7338644883909471,93.0168787876722,8,11.910358401381128,34
SMR,San Marino,Europe,1998,73.76,2.2688947478585586,0.9827854062895932,35.2061549999644,10,15.06732869288696,14
STP,Sao Tome and Principe,Africa,1998,42.34,0.4404817686856499,0.17683878061639344,122.32367633995881,6,10.106428396532818,70.22
SAU,Saudi Arabia,Asia,1998,41.67,-0.9155962052560759,0.19594470265822825,56.0884070964063,9,16.284982029251868,84
SEN,Senegal,Africa,1998,44.12,-0.5328558050827069,0.4190041450009882,48.0986748167655,6,11.706846157607535,64
SRB,Serbia,Europe,1998,9.72,-2.963932490615925,0.28466371963178283,42.279116975126996,8,13.95449132573677,140
SYC,Seychelles,Africa,1998,37.99,1.3376403502782688,0.9815436948480513,78.9739492859689,10,12.81746732421786,-7
SLE,Sierra Leone,Africa,1998,27.44,-3.4201019105183907,0.12899788808257562,35.3326795564082,9,-Inf,7.17
SGP,Singapore,Asia,1998,94.59,3.5468964888018615,1.0237288899727244,312.079255674686,6,16.40561020938041,81.75
SXM,Sint Maarten (Dutch part),Americas,1998,3.7,-3.452997021625218,0.16457595726140756,67.1147396034134,14,14.137594057133388,53.16
SVK,Slovak Republic,Europe,1998,56.27,1.2179400397281628,0.9048314317410086,102.0701484722938,10,11.58338392861879,51
SVN,Slovenia,Europe,1998,96.73,2.6591668506455295,0.9330392255870387,96.6841408755005,9,13.038764353528014,33
SLB,Solomon Islands,Oceania,1998,72.2,1.4813536250750117,0.910389858358389,83.13880199981489,9,11.451050061252142,34
SOM,Somalia,Africa,1998,5.83,-4.663720056285684,0.24718079403945892,75.46440739224951,8,12.006479260613245,93.75
ZAF,South Africa,Africa,1998,65.88,0.9183662253061244,1.1398628400783177,44.0357453368964,9,15.684153904857606,73.37
SSD,South Sudan,Africa,1998,52.81,-1.297036207117956,0.15911956418370476,70.1297746958241,8,12.534455233768249,113
ESP,Spain,Europe,1998,99.1,2.845053046625385,0.9561985683365605,52.661454370828395,10,17.268480952264113,25
LKA,Sri Lanka,Asia,1998,54,-0.769879624574464,0.6895418292122398,78.49498912558721,9,14.008194901793775,61.53
KNA,St. Kitts and Nevis,Americas,1998,85.34,2.2922309798631124,0.8145503444012144,56.7096012897007,12,14.137594057133388,85.92
LCA,St. Lucia,Americas,1998,99.98,1.981829828937963,0.9833881459812458,107.6394613904919,10,14.137594057133388,36
MAF,St. Martin (French part),Americas,1998,44.11,-2.6828733893163177,0.07655465735388736,88.4807886337378,11,14.137594057133388,116
VCT,St. Vincent and the Grenadines,Americas,1998,79.53,2.3296261826427638,0.9391574731543315,79.1564523761815,12,14.137594057133388,93.28
SDN,Sudan,Africa,1998,89.98,-3.7468637114454797,0.42910351047292195,21.87514798705335,8,13.119759991534213,162
SUR,Suriname,Americas,1998,32.76,-0.0564635807076556,0.5898590575949502,108.5096583579586,6,12.534296673294891,12
SWE,Sweden,Europe,1998,94,4.050227573777108,0.9793402958214275,74.3403912388145,9,16.29017325046175,1
CHE,Switzerland,Europe,1998,100,4.251393714338415,0.9888027053015898,88.2156167655547,11,16.475693169194482,4.5
SYR,Syrian Arab Republic,Asia,1998,21.79,-2.2335875351060253,0.40959148119540917,61.424844770787104,6,13.437757888422645,28.75
TJK,Tajikistan,Asia,1998,3.7,-3.666668491191799,0.1965126825328125,106.8955427679704,9,13.290755028664785,142
TZA,Tanzania,Africa,1998,45.29,-1.189174722515883,0.5734869536545948,25.9355690831737,7,12.302291503270716,76.15
THA,Thailand,Asia,1998,87.96,0.5822043427960973,1.1152301557443143,100.24047373282829,9,16.52458689907137,71.22
TLS,Timor-Leste,Asia,1998,17.07,-3.5922060587602327,0.05198556092319166,131.0450687395689,9,14.622495211434693,122
TGO,Togo,Africa,1998,17.07,-2.070504392750289,0.2807728660996237,53.7101054893446,10,11.413105129688017,148
TON,Tonga,Oceania,1998,71.35,2.1306426713023816,0.751154688431082,78.2915618602902,6,10.795485591841238,11
TTO,Trinidad and Tobago,Americas,1998,67.84,1.375022315284585,0.9570444016260261,49.7205780648313,6,13.597851936880634,77.33
TUN,Tunisia,Africa,1998,79.88,-0.3354526348816066,0.45253538575734786,79.97945826200791,9,14.435549266703582,20.2
TUR,Turkiye,Asia,1998,12.27,-0.8927282374750534,0.2628566889459909,40.3954105883848,8,16.11301275490118,64
TKM,Turkmenistan,Asia,1998,25.83,-2.8534832903783114,0.5648586208919627,96.3201143265452,9,13.163505320735505,49.54
TCA,Turks and Caicos Islands,Americas,1998,48.65,-2.04159203937543,0.48074050730171025,62.7617698176319,13,14.137594057133388,68
TUV,Tuvalu,Oceania,1998,98.3,2.221630137781977,0.12565816900159213,119.4706695777856,8,12.514777189201213,5.5
UGA,Uganda,Africa,1998,50.48,-1.620615022745584,0.2995177203417949,30.04392193124398,7,11.510923462299555,143
UKR,Ukraine,Europe,1998,34.25,-1.7762397404612116,0.12144496497652432,86.0497284415116,10,13.879799047846635,118
ARE,United Arab Emirates,Asia,1998,30.95,0.9816811747009089,0.8807026283427213,61.969432212036295,6,15.476344759481789,87.29
GBR,United Kingdom,Europe,1998,88.72,4.0150452129248455,0.9358942226848701,49.3102350984563,11,17.94167996143534,2
USA,United States,Americas,1998,99.24,3.5449766752450675,1.0762826589950858,22.8258909523693,12,20.19252807588824,7
URY,Uruguay,Americas,1998,78.93,1.9183363484557374,0.14894827895995932,35.6400154006956,9,13.229781774171599,84.75
UZB,Uzbekistan,Asia,1998,84.39,-3.3377553715281874,0.444002920570577,45.4179547762326,11,14.26032457613635,164
VUT,Vanuatu,Oceania,1998,47.12,0.5671699811402671,0.9016664113611046,94.7409334170478,9,11.393015168297671,24.5
VEN,"Venezuela, RB",Americas,1998,30.86,-1.350420018020339,0.3109047505252362,43.599392933436604,6,15.133686665007874,70.42
VNM,Viet Nam,Asia,1998,97.29,0.12282182522452609,0.9862039844065404,97.0012485118983,5,14.64994026335811,79.61
VIR,Virgin Islands (U.S.),Americas,1998,27.44,-3.0069300069313805,0.47035049761005937,128.7856890785958,11,14.137594057133388,125
PSE,West Bank and Gaza,Asia,1998,3.69,-1.649640604186818,0.3417717393578386,88.99159250700619,10,14.622495211434693,132
YEM,"Yemen, Rep.",Asia,1998,3.3,-2.3812083925854837,0.3121988482045375,38.3615084525358,9,13.547631112808673,12.5
ZMB,Zambia,Africa,1998,33.01,-1.2737155014990211,0.2148897111908515,56.2503070199594,7,10.795485591841238,70.08
ZWE,Zimbabwe,Africa,1998,3.66,-1.6844135969295466,0.21609580711088497,88.5140416661239,7,13.578394849083182,56.91
AFG,Afghanistan,Asia,1999,85.29,0.45360933872883047,0.2844847965189658,98.76882274937381,6,11.850825253582627,61.88
ALB,Albania,Europe,1999,6.9,-2.778347621551092,0.2719542613439836,51.0110303565873,8,11.424094251263613,176
DZA,Algeria,Africa,1999,43.5,-0.07902615718250786,0.14894827895995932,50.9291093379713,10,14.892831111164762,51.34
ASM,American Samoa,Oceania,1999,99.14,2.7096641675563005,1.1205876251066935,105.8675240521045,9,10.934837251860303,5.5
AND,Andorra,Europe,1999,98.66,1.8257486467726207,0.8870007285467676,127.81308898628131,10,15.06732869288696,100
AGO,Angola,Africa,1999,66.09,-0.27806103429245477,0.5963508624685294,166.69637349759685,4,12.590654542721914,76.57
ATG,Antigua and Barbuda,Americas,1999,3.7,-1.7649441818030807,0.07655465735388736,193.33507352301382,11,14.131269752987945,164
ARG,Argentina,Americas,1999,40.02,-0.46222034835623127,0.7690795680122543,21.382744962489852,10,16.033833219426313,70
ARM,Armenia,Asia,1999,17.46,-0.9313033300202345,0.12565816900159213,70.5604791440403,10,12.74577722884654,35.33
ABW,Aruba,Americas,1999,74.94,-0.329821866214677,0.7954225530996658,164.5590142671855,13,12.419540201469943,76.35
AUS,Australia,Oceania,1999,93.89,3.5106309548198507,1.0237288899727244,39.0561130887626,10,17.268025067063302,7
AUT,Austria,Europe,1999,79.55,-0.9740789410257027,0.9804296320921986,78.2601403439715,9,15.616659144489015,113
AZE,Azerbaijan,Asia,1999,14.9,-2.779359894259397,0.24718079403945892,69.8259648751027,9,13.256369657252062,16.6
BHS,"Bahamas, The",Americas,1999,25.99,-0.9212439831110704,0.7809392816177196,75.7027383336782,12,14.35748595072248,175
BHR,Bahrain,Asia,1999,84.18,0.35029006598142187,0.8750268903225806,141.8316988082627,9,14.083244992606359,54
